Station,Date,TimeSST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
NSTU,6/28/2012,12:30 AM,78.8,69.8,74,29.91,-9999.0,East,15.0,-,N/A,,Scattered Clouds,100,2012-06-28 11:30:00
NSTU,6/28/2012,12:50 AM,78.8,69.8,74,29.90,-9999.0,ESE,16.1,-,N/A,,Mostly Cloudy,110,2012-06-28 11:50:00
NSTU,6/28/2012,1:10 AM,80.6,69.8,70,29.90,-9999.0,East,16.1,20.7,N/A,,Mostly Cloudy,100,2012-06-28 12:10:00
NSTU,6/28/2012,1:30 AM,78.8,69.8,74,29.89,-9999.0,ESE,17.3,-,N/A,,Scattered Clouds,110,2012-06-28 12:30:00
NSTU,6/28/2012,1:55 AM,78.8,69.8,74,29.88,-9999.0,ESE,17.3,23.0,N/A,,Mostly Cloudy,110,2012-06-28 12:55:00
NSTU,6/28/2012,2:10 AM,80.6,69.8,70,29.88,-9999.0,ESE,18.4,-,N/A,,Mostly Cloudy,110,2012-06-28 13:10:00
NSTU,6/28/2012,2:30 AM,80.6,71.6,74,29.87,-9999.0,ESE,15.0,-,N/A,,Mostly Cloudy,110,2012-06-28 13:30:00
NSTU,6/28/2012,2:50 AM,78.8,69.8,74,29.87,-9999.0,ESE,16.1,-,N/A,,Partly Cloudy,110,2012-06-28 13:50:00
NSTU,6/28/2012,3:10 AM,78.8,71.6,78,29.87,-9999.0,ESE,17.3,-,N/A,,Mostly Cloudy,120,2012-06-28 14:10:00
NSTU,6/28/2012,3:30 AM,80.6,71.6,74,29.87,-9999.0,SE,17.3,23.0,N/A,,Mostly Cloudy,130,2012-06-28 14:30:00
NSTU,6/28/2012,3:50 AM,78.8,71.6,78,29.86,-9999.0,ESE,18.4,23.0,N/A,,Scattered Clouds,120,2012-06-28 14:50:00
NSTU,6/28/2012,4:10 AM,78.8,71.6,78,29.86,-9999.0,ESE,16.1,-,N/A,,Mostly Cloudy,120,2012-06-28 15:10:00
NSTU,6/28/2012,4:35 AM,78.8,71.6,78,29.86,-9999.0,ESE,19.6,24.2,N/A,,Mostly Cloudy,110,2012-06-28 15:35:00
NSTU,6/28/2012,4:55 AM,78.8,71.6,78,29.87,-9999.0,ESE,18.4,21.9,N/A,,Mostly Cloudy,110,2012-06-28 15:55:00
NSTU,6/28/2012,5:15 AM,80.6,71.6,74,29.87,-9999.0,ESE,16.1,21.9,N/A,,Overcast,110,2012-06-28 16:15:00
NSTU,6/28/2012,5:30 AM,80.6,71.6,74,29.87,-9999.0,ESE,17.3,23.0,N/A,,Overcast,120,2012-06-28 16:30:00
NSTU,6/28/2012,5:50 AM,77.0,71.6,83,29.87,-9999.0,ENE,21.9,25.3,N/A,,Overcast,70,2012-06-28 16:50:00
NSTU,6/28/2012,6:15 AM,77.0,71.6,83,29.88,-9999.0,ESE,18.4,21.9,N/A,,Overcast,110,2012-06-28 17:15:00
NSTU,6/28/2012,6:30 AM,78.8,71.6,78,29.88,-9999.0,ESE,16.1,-,N/A,,Overcast,110,2012-06-28 17:30:00
NSTU,6/28/2012,6:50 AM,78.8,71.6,78,29.88,-9999.0,East,18.4,-,N/A,,Mostly Cloudy,100,2012-06-28 17:50:00
NSTU,6/28/2012,7:15 AM,78.8,71.6,78,29.89,-9999.0,ESE,19.6,-,N/A,,Overcast,110,2012-06-28 18:15:00
NSTU,6/28/2012,7:35 AM,80.6,71.6,74,29.89,-9999.0,ESE,18.4,25.3,N/A,,Overcast,110,2012-06-28 18:35:00
NSTU,6/28/2012,7:50 AM,80.6,71.6,74,29.90,-9999.0,ESE,18.4,-,N/A,,Overcast,110,2012-06-28 18:50:00
NSTU,6/28/2012,8:10 AM,80.6,71.6,74,29.91,-9999.0,East,18.4,-,N/A,,Overcast,100,2012-06-28 19:10:00
NSTU,6/28/2012,8:30 AM,80.6,71.6,74,29.92,-9999.0,ESE,18.4,-,N/A,,Mostly Cloudy,120,2012-06-28 19:30:00
NSTU,6/28/2012,8:50 AM,80.6,71.6,74,29.91,-9999.0,ESE,19.6,-,N/A,,Mostly Cloudy,110,2012-06-28 19:50:00
NSTU,6/28/2012,9:15 AM,80.6,71.6,74,29.92,-9999.0,ESE,19.6,-,N/A,,Overcast,110,2012-06-28 20:15:00
NSTU,6/28/2012,9:30 AM,80.6,71.6,74,29.92,-9999.0,East,18.4,-,N/A,,Overcast,100,2012-06-28 20:30:00
NSTU,6/28/2012,9:55 AM,78.8,71.6,78,29.93,-9999.0,East,20.7,25.3,N/A,,Mostly Cloudy,90,2012-06-28 20:55:00
NSTU,6/28/2012,10:15 AM,80.6,71.6,74,29.93,-9999.0,ESE,16.1,-,N/A,,Overcast,110,2012-06-28 21:15:00
NSTU,6/28/2012,10:30 AM,80.6,71.6,74,29.93,-9999.0,ESE,18.4,-,N/A,,Overcast,110,2012-06-28 21:30:00
NSTU,6/28/2012,10:50 AM,80.6,71.6,74,29.92,-9999.0,ESE,19.6,-,N/A,,Mostly Cloudy,120,2012-06-28 21:50:00
NSTU,6/28/2012,11:15 AM,80.6,71.6,74,29.92,-9999.0,ESE,17.3,-,N/A,,Overcast,120,2012-06-28 22:15:00
NSTU,6/28/2012,11:30 AM,78.8,71.6,78,29.92,-9999.0,East,16.1,26.5,N/A,,Mostly Cloudy,100,2012-06-28 22:30:00
NSTU,6/28/2012,11:50 AM,80.6,71.6,74,29.91,-9999.0,ESE,18.4,-,N/A,,Mostly Cloudy,110,2012-06-28 22:50:00
NSTU,6/28/2012,12:10 PM,78.8,71.6,78,29.91,-9999.0,East,18.4,24.2,N/A,,Overcast,80,2012-06-28 23:10:00
NSTU,6/28/2012,12:30 PM,75.2,71.6,89,29.92,-9999.0,East,18.4,25.3,N/A,,Unknown,100,2012-06-28 23:30:00
NSTU,6/28/2012,12:55 PM,77.0,71.6,83,29.91,-9999.0,ESE,10.4,17.3,N/A,,Mostly Cloudy,110,2012-06-28 23:55:00
NSTU,6/28/2012,1:10 PM,77.0,71.6,83,29.90,-9999.0,ESE,17.3,-,N/A,Rain,Light Rain,110,2012-06-29 00:10:00
NSTU,6/28/2012,1:30 PM,77.0,71.6,83,29.90,-9999.0,East,16.1,25.3,N/A,Rain,Light Rain,100,2012-06-29 00:30:00
NSTU,6/28/2012,1:50 PM,77.0,69.8,78,29.89,-9999.0,SE,13.8,18.4,N/A,Rain,Light Rain,130,2012-06-29 00:50:00
NSTU,6/28/2012,2:10 PM,80.6,71.6,74,29.88,-9999.0,ESE,13.8,-,N/A,Rain,Light Rain,120,2012-06-29 01:10:00
NSTU,6/28/2012,2:35 PM,82.4,71.6,70,29.87,-9999.0,East,11.5,-,N/A,Rain,Light Rain,100,2012-06-29 01:35:00
NSTU,6/28/2012,2:50 PM,82.4,71.6,70,29.86,-9999.0,East,17.3,-,N/A,Rain,Light Rain,90,2012-06-29 01:50:00
NSTU,6/28/2012,3:10 PM,82.4,71.6,70,29.86,-9999.0,ESE,16.1,-,N/A,Rain,Light Rain,110,2012-06-29 02:10:00
NSTU,6/28/2012,3:35 PM,82.4,71.6,70,29.86,-9999.0,East,16.1,-,N/A,,Mostly Cloudy,100,2012-06-29 02:35:00
NSTU,6/28/2012,3:50 PM,82.4,71.6,70,29.86,-9999.0,East,15.0,19.6,N/A,,Mostly Cloudy,100,2012-06-29 02:50:00
NSTU,6/28/2012,4:10 PM,80.6,68.0,65,29.86,-9999.0,East,16.1,-,N/A,,Mostly Cloudy,90,2012-06-29 03:10:00
NSTU,6/28/2012,4:30 PM,80.6,69.8,70,29.86,-9999.0,East,16.1,-,N/A,,Mostly Cloudy,100,2012-06-29 03:30:00
NSTU,6/28/2012,4:50 PM,80.6,69.8,70,29.87,-9999.0,East,15.0,-,N/A,,Partly Cloudy,90,2012-06-29 03:50:00
NSTU,6/28/2012,5:10 PM,80.6,69.8,70,29.87,-9999.0,East,15.0,-,N/A,,Partly Cloudy,90,2012-06-29 04:10:00
NSTU,6/28/2012,5:35 PM,80.6,69.8,70,29.87,-9999.0,East,15.0,20.7,N/A,,Scattered Clouds,90,2012-06-29 04:35:00
NSTU,6/28/2012,5:50 PM,80.6,71.6,74,29.87,-9999.0,East,16.1,-,N/A,,Scattered Clouds,90,2012-06-29 04:50:00
NSTU,6/28/2012,6:10 PM,80.6,69.8,70,29.88,-9999.0,East,16.1,-,N/A,,Mostly Cloudy,90,2012-06-29 05:10:00
NSTU,6/28/2012,6:30 PM,80.6,71.6,74,29.89,-9999.0,East,13.8,18.4,N/A,,Scattered Clouds,90,2012-06-29 05:30:00
NSTU,6/28/2012,6:55 PM,80.6,69.8,70,29.89,-9999.0,East,15.0,-,N/A,,Mostly Cloudy,90,2012-06-29 05:55:00
NSTU,6/28/2012,7:15 PM,80.6,69.8,70,29.90,-9999.0,East,15.0,-,N/A,,Mostly Cloudy,100,2012-06-29 06:15:00
NSTU,6/28/2012,7:35 PM,80.6,69.8,70,29.90,-9999.0,East,15.0,-,N/A,,Partly Cloudy,90,2012-06-29 06:35:00
NSTU,6/28/2012,7:55 PM,80.6,69.8,70,29.91,-9999.0,East,15.0,-,N/A,,Partly Cloudy,100,2012-06-29 06:55:00
NSTU,6/28/2012,8:10 PM,80.6,69.8,70,29.92,-9999.0,ESE,15.0,-,N/A,,Mostly Cloudy,110,2012-06-29 07:10:00
NSTU,6/28/2012,8:35 PM,80.6,71.6,74,29.93,-9999.0,ESE,12.7,-,N/A,,Overcast,110,2012-06-29 07:35:00
NSTU,6/28/2012,8:50 PM,80.6,69.8,70,29.93,-9999.0,ESE,13.8,-,N/A,,Overcast,110,2012-06-29 07:50:00
NSTU,6/28/2012,9:10 PM,80.6,69.8,70,29.93,-9999.0,East,12.7,-,N/A,,Mostly Cloudy,100,2012-06-29 08:10:00
NSTU,6/28/2012,9:35 PM,80.6,71.6,74,29.93,-9999.0,East,16.1,-,N/A,,Mostly Cloudy,100,2012-06-29 08:35:00
NSTU,6/28/2012,9:55 PM,80.6,69.8,70,29.93,-9999.0,East,15.0,-,N/A,,Overcast,100,2012-06-29 08:55:00
NSTU,6/28/2012,10:15 PM,80.6,69.8,70,29.93,-9999.0,East,15.0,21.9,N/A,,Overcast,100,2012-06-29 09:15:00
NSTU,6/28/2012,10:35 PM,80.6,71.6,74,29.94,-9999.0,East,13.8,20.7,N/A,,Overcast,100,2012-06-29 09:35:00
NSTU,6/28/2012,10:55 PM,80.6,69.8,70,29.94,-9999.0,East,12.7,19.6,N/A,,Overcast,100,2012-06-29 09:55:00
NSTU,6/28/2012,11:15 PM,80.6,71.6,74,29.93,-9999.0,ESE,16.1,-,N/A,,Overcast,110,2012-06-29 10:15:00
NSTU,6/28/2012,11:35 PM,80.6,71.6,74,29.93,-9999.0,ESE,15.0,-,N/A,,Overcast,110,2012-06-29 10:35:00
NSTU,6/28/2012,11:50 PM,80.6,71.6,74,29.94,-9999.0,ESE,15.0,-,N/A,,Mostly Cloudy,110,2012-06-29 10:50:00
NSTU,6/29/2012,12:15 AM,80.6,71.6,74,29.93,-9999.0,ESE,17.3,-,N/A,,Overcast,110,2012-06-29 11:15:00
NSTU,6/29/2012,12:35 AM,80.6,71.6,74,29.93,-9999.0,East,16.1,-,N/A,,Overcast,100,2012-06-29 11:35:00
NSTU,6/29/2012,12:55 AM,80.6,69.8,70,29.92,-9999.0,East,15.0,-,N/A,,Overcast,90,2012-06-29 11:55:00
NSTU,6/29/2012,1:15 AM,80.6,69.8,70,29.92,-9999.0,East,15.0,-,N/A,,Overcast,90,2012-06-29 12:15:00
NSTU,6/29/2012,1:35 AM,80.6,71.6,74,29.91,-9999.0,East,17.3,-,N/A,,Overcast,100,2012-06-29 12:35:00
NSTU,6/29/2012,1:50 AM,80.6,71.6,74,29.91,-9999.0,East,15.0,-,N/A,,Mostly Cloudy,100,2012-06-29 12:50:00
NSTU,6/29/2012,2:10 AM,80.6,71.6,74,29.91,-9999.0,East,15.0,-,N/A,,Mostly Cloudy,100,2012-06-29 13:10:00
NSTU,6/29/2012,2:30 AM,80.6,71.6,74,29.90,-9999.0,ESE,18.4,23.0,N/A,,Overcast,110,2012-06-29 13:30:00
NSTU,6/29/2012,2:50 AM,80.6,69.8,70,29.90,-9999.0,East,18.4,-,N/A,,Overcast,90,2012-06-29 13:50:00
NSTU,6/29/2012,3:10 AM,80.6,71.6,74,29.89,-9999.0,East,12.7,-,N/A,,Overcast,100,2012-06-29 14:10:00
NSTU,6/29/2012,3:35 AM,80.6,71.6,74,29.89,-9999.0,East,15.0,-,N/A,,Overcast,100,2012-06-29 14:35:00
NSTU,6/29/2012,3:50 AM,78.8,69.8,74,29.89,-9999.0,East,15.0,-,N/A,,Overcast,100,2012-06-29 14:50:00
NSTU,6/29/2012,4:15 AM,78.8,69.8,74,29.88,-9999.0,East,15.0,-,N/A,,Partly Cloudy,100,2012-06-29 15:15:00
NSTU,6/29/2012,4:30 AM,78.8,69.8,74,29.89,-9999.0,East,13.8,-,N/A,,Clear,100,2012-06-29 15:30:00
NSTU,6/29/2012,4:50 AM,78.8,69.8,74,29.89,-9999.0,East,15.0,-,N/A,,Mostly Cloudy,90,2012-06-29 15:50:00
NSTU,6/29/2012,5:10 AM,78.8,69.8,74,29.89,-9999.0,East,12.7,-,N/A,,Mostly Cloudy,100,2012-06-29 16:10:00
NSTU,6/29/2012,5:35 AM,78.8,69.8,74,29.89,-9999.0,East,13.8,-,N/A,,Scattered Clouds,100,2012-06-29 16:35:00
NSTU,6/29/2012,5:55 AM,78.8,69.8,74,29.90,-9999.0,ESE,13.8,-,N/A,,Scattered Clouds,110,2012-06-29 16:55:00
NSTU,6/29/2012,6:10 AM,78.8,69.8,74,29.90,-9999.0,East,12.7,-,N/A,,Partly Cloudy,100,2012-06-29 17:10:00
NSTU,6/29/2012,6:35 AM,78.8,68.0,69,29.90,-9999.0,East,10.4,-,N/A,,Clear,90,2012-06-29 17:35:00
NSTU,6/29/2012,6:55 AM,78.8,69.8,74,29.91,-9999.0,East,11.5,-,N/A,,Clear,100,2012-06-29 17:55:00
NSTU,6/29/2012,7:10 AM,78.8,69.8,74,29.91,-9999.0,East,10.4,-,N/A,,Clear,80,2012-06-29 18:10:00
NSTU,6/29/2012,7:35 AM,80.6,71.6,74,29.92,-9999.0,East,11.5,-,N/A,,Clear,90,2012-06-29 18:35:00
NSTU,6/29/2012,7:50 AM,80.6,69.8,70,29.93,-9999.0,East,12.7,-,N/A,,Clear,90,2012-06-29 18:50:00
NSTU,6/29/2012,8:15 AM,80.6,71.6,74,29.94,-9999.0,East,12.7,-,N/A,,Clear,90,2012-06-29 19:15:00
NSTU,6/29/2012,8:35 AM,80.6,71.6,74,29.95,-9999.0,East,11.5,-,N/A,Rain,Light Rain,90,2012-06-29 19:35:00
NSTU,6/29/2012,8:55 AM,82.4,71.6,70,29.95,-9999.0,East,11.5,-,N/A,Rain,Light Rain,100,2012-06-29 19:55:00
NSTU,6/29/2012,9:10 AM,82.4,71.6,70,29.96,-9999.0,East,11.5,-,N/A,Rain,Light Rain,100,2012-06-29 20:10:00
NSTU,6/29/2012,9:35 AM,82.4,71.6,70,29.96,-9999.0,East,10.4,-,N/A,Rain,Light Rain,90,2012-06-29 20:35:00
NSTU,6/29/2012,9:55 AM,82.4,71.6,70,29.96,-9999.0,ESE,11.5,-,N/A,Rain,Light Rain,110,2012-06-29 20:55:00
NSTU,6/29/2012,10:10 AM,82.4,71.6,70,29.96,-9999.0,ESE,10.4,-,N/A,,Partly Cloudy,110,2012-06-29 21:10:00
NSTU,6/29/2012,10:35 AM,82.4,73.4,74,29.96,-9999.0,East,10.4,-,N/A,,Partly Cloudy,90,2012-06-29 21:35:00
NSTU,6/29/2012,10:55 AM,82.4,71.6,70,29.95,-9999.0,East,9.2,-,N/A,,Scattered Clouds,100,2012-06-29 21:55:00
NSTU,6/29/2012,11:15 AM,82.4,71.6,70,29.94,-9999.0,East,11.5,-,N/A,,Scattered Clouds,100,2012-06-29 22:15:00
NSTU,6/29/2012,11:35 AM,82.4,71.6,70,29.94,-9999.0,East,12.7,-,N/A,,Partly Cloudy,90,2012-06-29 22:35:00
NSTU,6/29/2012,11:55 AM,84.2,73.4,70,29.93,-9999.0,East,12.7,-,N/A,,Scattered Clouds,100,2012-06-29 22:55:00
NSTU,6/29/2012,12:15 PM,82.4,71.6,70,29.92,-9999.0,East,11.5,-,N/A,,Partly Cloudy,100,2012-06-29 23:15:00
NSTU,6/29/2012,12:30 PM,82.4,71.6,70,29.92,-9999.0,ESE,11.5,-,N/A,,Clear,110,2012-06-29 23:30:00
NSTU,6/29/2012,12:50 PM,84.2,71.6,66,29.91,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,120,2012-06-29 23:50:00
NSTU,6/29/2012,1:15 PM,84.2,71.6,66,29.91,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,110,2012-06-30 00:15:00
NSTU,6/29/2012,1:30 PM,84.2,71.6,66,29.91,-9999.0,ESE,13.8,-,N/A,,Clear,110,2012-06-30 00:30:00
NSTU,6/29/2012,1:50 PM,84.2,71.6,66,29.89,-9999.0,ESE,12.7,-,N/A,,Clear,110,2012-06-30 00:50:00
NSTU,6/29/2012,2:10 PM,82.4,71.6,70,29.88,-9999.0,East,13.8,-,N/A,,Scattered Clouds,100,2012-06-30 01:10:00
NSTU,6/29/2012,2:35 PM,82.4,71.6,70,29.87,-9999.0,ESE,11.5,-,N/A,,Clear,110,2012-06-30 01:35:00
NSTU,6/29/2012,2:50 PM,82.4,71.6,70,29.87,-9999.0,ESE,12.7,-,N/A,,Clear,120,2012-06-30 01:50:00
NSTU,6/29/2012,3:10 PM,82.4,71.6,70,29.86,-9999.0,ESE,11.5,-,N/A,,Clear,110,2012-06-30 02:10:00
NSTU,6/29/2012,3:30 PM,82.4,71.6,70,29.87,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,110,2012-06-30 02:30:00
NSTU,6/29/2012,3:50 PM,82.4,71.6,70,29.86,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,120,2012-06-30 02:50:00
NSTU,6/29/2012,4:15 PM,80.6,71.6,74,29.86,-9999.0,ESE,12.7,-,N/A,,Clear,120,2012-06-30 03:15:00
NSTU,6/29/2012,4:30 PM,80.6,71.6,74,29.87,-9999.0,ESE,10.4,-,N/A,,Scattered Clouds,120,2012-06-30 03:30:00
NSTU,6/29/2012,4:50 PM,80.6,73.4,79,29.87,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,120,2012-06-30 03:50:00
NSTU,6/29/2012,5:15 PM,80.6,71.6,74,29.88,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,120,2012-06-30 04:15:00
NSTU,6/29/2012,5:30 PM,80.6,73.4,79,29.88,-9999.0,ESE,13.8,-,N/A,,Scattered Clouds,120,2012-06-30 04:30:00
NSTU,6/29/2012,5:50 PM,80.6,71.6,74,29.89,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,110,2012-06-30 04:50:00
NSTU,6/29/2012,6:10 PM,80.6,71.6,74,29.89,-9999.0,ESE,13.8,-,N/A,,Clear,110,2012-06-30 05:10:00
NSTU,6/29/2012,6:30 PM,80.6,73.4,79,29.89,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,110,2012-06-30 05:30:00
NSTU,6/29/2012,6:50 PM,80.6,71.6,74,29.89,-9999.0,ESE,12.7,-,N/A,,Mostly Cloudy,120,2012-06-30 05:50:00
NSTU,6/29/2012,7:10 PM,80.6,71.6,74,29.89,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,120,2012-06-30 06:10:00
NSTU,6/29/2012,7:35 PM,80.6,71.6,74,29.90,-9999.0,ESE,15.0,-,N/A,,Scattered Clouds,120,2012-06-30 06:35:00
NSTU,6/29/2012,7:50 PM,80.6,71.6,74,29.90,-9999.0,ESE,13.8,-,N/A,,Scattered Clouds,120,2012-06-30 06:50:00
NSTU,6/29/2012,8:10 PM,80.6,71.6,74,29.91,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,110,2012-06-30 07:10:00
NSTU,6/29/2012,8:30 PM,80.6,71.6,74,29.91,-9999.0,ESE,13.8,-,N/A,,Partly Cloudy,110,2012-06-30 07:30:00
NSTU,6/29/2012,8:50 PM,80.6,71.6,74,29.92,-9999.0,ESE,13.8,-,N/A,,Partly Cloudy,110,2012-06-30 07:50:00
NSTU,6/29/2012,9:15 PM,80.6,71.6,74,29.93,-9999.0,ESE,11.5,-,N/A,,Scattered Clouds,110,2012-06-30 08:15:00
NSTU,6/29/2012,9:30 PM,80.6,71.6,74,29.93,-9999.0,ESE,11.5,-,N/A,,Scattered Clouds,110,2012-06-30 08:30:00
NSTU,6/29/2012,9:50 PM,80.6,71.6,74,29.93,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,120,2012-06-30 08:50:00
NSTU,6/29/2012,10:15 PM,80.6,71.6,74,29.92,-9999.0,East,13.8,-,N/A,,Clear,100,2012-06-30 09:15:00
NSTU,6/29/2012,10:30 PM,80.6,71.6,74,29.92,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,110,2012-06-30 09:30:00
NSTU,6/29/2012,10:50 PM,80.6,71.6,74,29.91,-9999.0,ESE,13.8,-,N/A,,Partly Cloudy,110,2012-06-30 09:50:00
NSTU,6/29/2012,11:10 PM,80.6,71.6,74,29.91,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,110,2012-06-30 10:10:00
NSTU,6/29/2012,11:30 PM,80.6,71.6,74,29.90,-9999.0,East,13.8,-,N/A,,Scattered Clouds,100,2012-06-30 10:30:00
NSTU,6/29/2012,11:55 PM,80.6,71.6,74,29.90,-9999.0,ESE,12.7,-,N/A,,Scattered Clouds,110,2012-06-30 10:55:00
NSTU,6/30/2012,12:10 AM,80.6,71.6,74,29.90,-9999.0,ESE,11.5,-,N/A,,Scattered Clouds,120,2012-06-30 11:10:00
NSTU,6/30/2012,12:30 AM,80.6,71.6,74,29.89,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,120,2012-06-30 11:30:00
NSTU,6/30/2012,12:55 AM,80.6,71.6,74,29.89,-9999.0,ESE,11.5,-,N/A,,Mostly Cloudy,110,2012-06-30 11:55:00
NSTU,6/30/2012,1:15 AM,80.6,73.4,79,29.89,-9999.0,ESE,10.4,-,N/A,,Mostly Cloudy,120,2012-06-30 12:15:00
NSTU,6/30/2012,1:35 AM,80.6,73.4,79,29.88,-9999.0,ESE,12.7,-,N/A,,Overcast,110,2012-06-30 12:35:00
NSTU,6/30/2012,1:55 AM,80.6,73.4,79,29.88,-9999.0,ESE,12.7,-,N/A,,Mostly Cloudy,120,2012-06-30 12:55:00
NSTU,6/30/2012,2:15 AM,80.6,71.6,74,29.87,-9999.0,ESE,12.7,-,N/A,,Partly Cloudy,120,2012-06-30 13:15:00
NSTU,6/30/2012,2:30 AM,80.6,73.4,79,29.87,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,110,2012-06-30 13:30:00
NSTU,6/30/2012,2:55 AM,80.6,73.4,79,29.86,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,120,2012-06-30 13:55:00
NSTU,6/30/2012,3:15 AM,78.8,71.6,78,29.86,-9999.0,SE,10.4,-,N/A,,Clear,130,2012-06-30 14:15:00
NSTU,6/30/2012,3:35 AM,80.6,73.4,79,29.86,-9999.0,SE,12.7,-,N/A,,Scattered Clouds,140,2012-06-30 14:35:00
NSTU,6/30/2012,3:50 AM,78.8,73.4,83,29.85,-9999.0,SE,11.5,-,N/A,,Mostly Cloudy,130,2012-06-30 14:50:00
NSTU,6/30/2012,4:10 AM,80.6,71.6,74,29.85,-9999.0,SE,10.4,-,N/A,,Mostly Cloudy,130,2012-06-30 15:10:00
NSTU,6/30/2012,4:35 AM,78.8,71.6,78,29.85,-9999.0,ESE,11.5,-,N/A,,Mostly Cloudy,120,2012-06-30 15:35:00
NSTU,6/30/2012,4:55 AM,78.8,71.6,78,29.86,-9999.0,ESE,11.5,-,N/A,,Mostly Cloudy,120,2012-06-30 15:55:00
NSTU,6/30/2012,5:15 AM,80.6,71.6,74,29.86,-9999.0,SE,12.7,-,N/A,,Scattered Clouds,130,2012-06-30 16:15:00
NSTU,6/30/2012,5:30 AM,80.6,71.6,74,29.86,-9999.0,ESE,9.2,-,N/A,,Scattered Clouds,120,2012-06-30 16:30:00
NSTU,6/30/2012,5:50 AM,78.8,71.6,78,29.86,-9999.0,ESE,11.5,-,N/A,,Partly Cloudy,120,2012-06-30 16:50:00
NSTU,6/30/2012,6:10 AM,78.8,71.6,78,29.87,-9999.0,SE,12.7,-,N/A,,Partly Cloudy,130,2012-06-30 17:10:00
NSTU,6/30/2012,6:35 AM,78.8,71.6,78,29.88,-9999.0,ESE,11.5,-,N/A,,Mostly Cloudy,120,2012-06-30 17:35:00
NSTU,6/30/2012,6:55 AM,78.8,71.6,78,29.88,-9999.0,ESE,10.4,-,N/A,,Partly Cloudy,120,2012-06-30 17:55:00
NSTU,6/30/2012,7:10 AM,80.6,71.6,74,29.89,-9999.0,SE,10.4,-,N/A,,Partly Cloudy,130,2012-06-30 18:10:00
NSTU,6/30/2012,7:30 AM,80.6,73.4,79,29.89,-9999.0,ESE,13.8,-,N/A,,Partly Cloudy,120,2012-06-30 18:30:00
NSTU,6/30/2012,7:50 AM,80.6,73.4,79,29.90,-9999.0,ESE,12.7,-,N/A,,Clear,110,2012-06-30 18:50:00
NSTU,6/30/2012,8:15 AM,80.6,73.4,79,29.91,-9999.0,ESE,12.7,-,N/A,Rain,Light Rain,120,2012-06-30 19:15:00
NSTU,6/30/2012,8:35 AM,80.6,73.4,79,29.91,-9999.0,SE,11.5,-,N/A,Rain,Light Rain,130,2012-06-30 19:35:00
NSTU,6/30/2012,8:55 AM,82.4,73.4,74,29.91,-9999.0,ESE,11.5,-,N/A,Rain,Light Rain,120,2012-06-30 19:55:00
NSTU,6/30/2012,9:15 AM,82.4,73.4,74,29.92,-9999.0,ESE,10.4,-,N/A,Rain,Light Rain,120,2012-06-30 20:15:00
NSTU,6/30/2012,9:35 AM,82.4,73.4,74,29.91,-9999.0,ESE,9.2,-,N/A,Rain,Light Rain,110,2012-06-30 20:35:00
NSTU,6/30/2012,9:50 AM,82.4,73.4,74,29.91,-9999.0,ESE,8.1,-,N/A,Rain,Light Rain,120,2012-06-30 20:50:00
NSTU,6/30/2012,10:10 AM,82.4,73.4,74,29.92,-9999.0,ESE,9.2,-,N/A,Rain,Light Rain,120,2012-06-30 21:10:00
NSTU,6/30/2012,10:35 AM,82.4,73.4,74,29.91,-9999.0,ESE,9.2,-,N/A,Rain,Light Rain,120,2012-06-30 21:35:00
NSTU,6/30/2012,10:50 AM,82.4,73.4,74,29.91,-9999.0,ESE,9.2,-,N/A,Rain,Light Rain,120,2012-06-30 21:50:00
NSTU,6/30/2012,11:10 AM,82.4,73.4,74,29.90,-9999.0,SE,8.1,-,N/A,Rain,Light Rain,130,2012-06-30 22:10:00
NSTU,6/30/2012,11:35 AM,82.4,73.4,74,29.89,-9999.0,SE,11.5,-,N/A,Rain,Light Rain,140,2012-06-30 22:35:00
NSTU,6/30/2012,11:55 AM,82.4,73.4,74,29.88,-9999.0,SE,9.2,-,N/A,Rain,Light Rain,140,2012-06-30 22:55:00
NSTU,6/30/2012,12:15 PM,82.4,73.4,74,29.88,-9999.0,SE,10.4,-,N/A,Rain,Light Rain,140,2012-06-30 23:15:00
NSTU,6/30/2012,12:35 PM,82.4,73.4,74,29.87,-9999.0,SE,10.4,-,N/A,Rain,Light Rain,140,2012-06-30 23:35:00
